borough,school_dbn,school_name,year,category,regents_exam,total_tested,mean_score,percent_65_or_above,id
Bronx,10X342,International School for Liberal Arts,2019,SWD,Common Core English,10,57.1,40.0,4315
Bronx,10X342,International School for Liberal Arts,2019,Non-SWD,Common Core Geometry,36,58.194443,44.444443,4316
Bronx,10X342,International School for Liberal Arts,2019,Non-SWD,Global History and Geography,113,69.57522,75.22124,4317
Bronx,10X342,International School for Liberal Arts,2019,SWD,Global History and Geography,15,59.0,40.0,4318
Bronx,10X342,International School for Liberal Arts,2019,Non-SWD,Living Environment,156,61.96154,48.076923,4319
Bronx,10X342,International School for Liberal Arts,2019,SWD,Living Environment,12,59.083332,41.666668,4320
Bronx,10X342,International School for Liberal Arts,2019,Non-SWD,Spanish,60,87.816666,98.333336,4321
Bronx,10X342,International School for Liberal Arts,2019,SWD,Spanish,6,82.333336,100.0,4322
Bronx,10X342,International School for Liberal Arts,2019,Non-SWD,US History and Government,93,67.17204,66.666664,4323
Bronx,10X342,International School for Liberal Arts,2019,SWD,US History and Government,9,48.555557,22.222221,4324
Bronx,10X342,International School for Liberal Arts,2022,Non-SWD,Common Core Algebra,81,56.703705,28.395061,4325
Bronx,10X342,International School for Liberal Arts,2022,SWD,Common Core Algebra,7,35.285713,0.0,4326
Bronx,10X342,International School for Liberal Arts,2022,Non-SWD,Common Core Algebra 2,57,47.122807,7.017544,4327
Bronx,10X342,International School for Liberal Arts,2022,SWD,Common Core Algebra 2,6,35.333332,0.0,4328
Bronx,10X342,International School for Liberal Arts,2022,Non-SWD,Common Core English,148,48.76351,33.783783,4329
Bronx,10X342,International School for Liberal Arts,2022,SWD,Common Core English,18,39.77778,33.333332,4330
Bronx,10X342,International School for Liberal Arts,2022,Non-SWD,Global History and Geography,62,71.29032,77.41936,4331
Bronx,10X342,International School for Liberal Arts,2022,SWD,Global History and Geography,12,60.416668,50.0,4332
Bronx,10X342,International School for Liberal Arts,2022,Non-SWD,Living Environment,77,52.415585,25.974026,4333
Bronx,10X342,International School for Liberal Arts,2022,SWD,Living Environment,7,36.42857,0.0,4334
Bronx,10X342,International School for Liberal Arts,2023,Non-SWD,Common Core Algebra,167,62.5988,53.892216,4335
Bronx,10X342,International School for Liberal Arts,2023,SWD,Common Core Algebra,13,61.23077,46.153847,4336
Bronx,10X342,International School for Liberal Arts,2023,Non-SWD,Common Core Algebra 2,40,48.625,7.5,4337
Bronx,10X342,International School for Liberal Arts,2023,SWD,Common Core Algebra 2,6,32.5,0.0,4338
Bronx,10X342,International School for Liberal Arts,2023,Non-SWD,Common Core English,177,45.77966,23.163841,4339
Bronx,10X342,International School for Liberal Arts,2023,SWD,Common Core English,19,45.105263,15.789474,4340
Bronx,10X342,International School for Liberal Arts,2023,Non-SWD,Earth Science,77,50.623375,20.77922,4341
Bronx,10X342,International School for Liberal Arts,2023,SWD,Earth Science,7,32.57143,0.0,4342
Bronx,10X342,International School for Liberal Arts,2023,Non-SWD,Global History and Geography,84,61.261906,45.238094,4343
Bronx,10X342,International School for Liberal Arts,2023,SWD,Global History and Geography,12,63.75,58.333332,4344
Bronx,10X342,International School for Liberal Arts,2023,Non-SWD,Living Environment,148,55.66892,27.027027,4345
Bronx,10X342,International School for Liberal Arts,2023,SWD,Living Environment,10,46.8,0.0,4346
Bronx,10X342,International School for Liberal Arts,2023,Non-SWD,Spanish,52,91.32692,100.0,4347
Bronx,10X342,International School for Liberal Arts,2023,SWD,Spanish,6,85.666664,100.0,4348
Bronx,10X342,International School for Liberal Arts,2023,Non-SWD,US History and Government,79,68.08861,70.88608,4349
Bronx,10X342,International School for Liberal Arts,2023,SWD,US History and Government,6,56.666668,16.666666,4350
Bronx,10X351,Bronx Collaborative High School,2017,Non-SWD,Common Core Algebra,7,68.57143,71.42857,4351
Bronx,10X351,Bronx Collaborative High School,2017,Non-SWD,Common Core English,104,59.96154,60.576923,4352
Bronx,10X351,Bronx Collaborative High School,2017,SWD,Common Core English,24,53.625,33.333332,4353
Bronx,10X351,Bronx Collaborative High School,2018,Non-SWD,Common Core English,169,62.56213,62.130177,4354
Bronx,10X351,Bronx Collaborative High School,2018,SWD,Common Core English,34,46.735294,26.470589,4355
Bronx,10X351,Bronx Collaborative High School,2019,Non-SWD,Common Core English,142,68.901405,72.53521,4356
Bronx,10X351,Bronx Collaborative High School,2019,SWD,Common Core English,40,59.95,47.5,4357
Bronx,10X351,Bronx Collaborative High School,2022,Non-SWD,Common Core English,86,59.244186,48.837208,4358
Bronx,10X351,Bronx Collaborative High School,2022,SWD,Common Core English,24,48.166668,33.333332,4359
Bronx,10X351,Bronx Collaborative High School,2023,Non-SWD,Common Core English,93,68.32258,62.365593,4360
Bronx,10X351,Bronx Collaborative High School,2023,SWD,Common Core English,37,57.10811,37.837837,4361
Bronx,10X353,World View High School,2017,Non-SWD,Chemistry,43,61.7907,41.860466,4362
Bronx,10X353,World View High School,2017,Non-SWD,Common Core Algebra,170,68.84118,68.82353,4363
Bronx,10X353,World View High School,2017,SWD,Common Core Algebra,38,55.736843,26.31579,4364
Bronx,10X353,World View High School,2017,Non-SWD,Common Core Algebra 2,28,54.07143,28.571428,4365
Bronx,10X353,World View High School,2017,Non-SWD,Common Core English,115,76.94782,88.695656,4366
Bronx,10X353,World View High School,2017,SWD,Common Core English,21,62.666668,57.142857,4367
Bronx,10X353,World View High School,2017,Non-SWD,Common Core Geometry,109,57.266056,24.770641,4368
Bronx,10X353,World View High School,2017,SWD,Common Core Geometry,27,44.37037,0.0,4369
Bronx,10X353,World View High School,2017,Non-SWD,Earth Science,32,45.5,3.125,4370
Bronx,10X353,World View High School,2017,SWD,Earth Science,10,44.9,0.0,4371
Bronx,10X353,World View High School,2017,Non-SWD,Global History and Geography,128,63.96875,49.21875,4372
Bronx,10X353,World View High School,2017,SWD,Global History and Geography,33,50.78788,18.181818,4373
Bronx,10X353,World View High School,2017,Non-SWD,Living Environment,140,70.807144,69.28571,4374
Bronx,10X353,World View High School,2017,SWD,Living Environment,23,56.391304,39.130436,4375
Bronx,10X353,World View High School,2017,Non-SWD,US History and Government,76,74.0,76.31579,4376
Bronx,10X353,World View High School,2017,SWD,US History and Government,22,61.863636,36.363636,4377
Bronx,10X353,World View High School,2018,Non-SWD,Chemistry,45,56.377777,26.666666,4378
Bronx,10X353,World View High School,2018,Non-SWD,Common Core Algebra,153,65.03268,56.862743,4379
Bronx,10X353,World View High School,2018,SWD,Common Core Algebra,53,53.962265,22.64151,4380
Bronx,10X353,World View High School,2018,Non-SWD,Common Core Algebra 2,64,54.59375,21.875,4381
Bronx,10X353,World View High School,2018,SWD,Common Core Algebra 2,14,41.857143,0.0,4382
Bronx,10X353,World View High School,2018,Non-SWD,Common Core English,157,72.36306,81.52866,4383
Bronx,10X353,World View High School,2018,SWD,Common Core English,27,49.592594,29.62963,4384
Bronx,10X353,World View High School,2018,Non-SWD,Common Core Geometry,128,53.367188,28.125,4385
Bronx,10X353,World View High School,2018,SWD,Common Core Geometry,15,38.733334,0.0,4386
Bronx,10X353,World View High School,2018,Non-SWD,Earth Science,77,57.16883,32.467533,4387
Bronx,10X353,World View High School,2018,SWD,Earth Science,17,42.235294,5.882353,4388
Bronx,10X353,World View High School,2018,Non-SWD,Global History and Geography,171,72.08772,70.17544,4389
Bronx,10X353,World View High School,2018,SWD,Global History and Geography,39,54.153847,23.076923,4390
Bronx,10X353,World View High School,2018,Non-SWD,Living Environment,126,73.88095,77.77778,4391
Bronx,10X353,World View High School,2018,SWD,Living Environment,38,59.026318,34.210526,4392
Bronx,10X353,World View High School,2018,Non-SWD,US History and Government,94,73.40426,79.78723,4393
Bronx,10X353,World View High School,2018,SWD,US History and Government,24,62.291668,45.833332,4394
Bronx,10X353,World View High School,2019,Non-SWD,Chemistry,64,59.953125,31.25,4395
Bronx,10X353,World View High School,2019,Non-SWD,Common Core Algebra,178,71.57304,75.2809,4396
Bronx,10X353,World View High School,2019,SWD,Common Core Algebra,47,59.19149,40.425533,4397
Bronx,10X353,World View High School,2019,Non-SWD,Common Core Algebra 2,98,57.622448,32.65306,4398
Bronx,10X353,World View High School,2019,SWD,Common Core Algebra 2,17,42.0,11.764706,4399
Bronx,10X353,World View High School,2019,Non-SWD,Common Core English,162,72.30247,82.09876,4400
Bronx,10X353,World View High School,2019,SWD,Common Core English,33,57.666668,45.454544,4401
Bronx,10X353,World View High School,2019,Non-SWD,Common Core Geometry,134,50.604477,20.149254,4402
Bronx,10X353,World View High School,2019,SWD,Common Core Geometry,25,38.64,0.0,4403
Bronx,10X353,World View High School,2019,Non-SWD,Earth Science,89,59.258427,34.83146,4404
Bronx,10X353,World View High School,2019,SWD,Earth Science,19,43.210526,5.263158,4405
Bronx,10X353,World View High School,2019,Non-SWD,Global History and Geography,142,72.95775,79.57746,4406
Bronx,10X353,World View High School,2019,SWD,Global History and Geography,39,60.358974,33.333332,4407
Bronx,10X353,World View High School,2019,Non-SWD,Living Environment,103,70.98058,68.93204,4408
Bronx,10X353,World View High School,2019,SWD,Living Environment,35,56.25714,31.428572,4409
Bronx,10X353,World View High School,2019,Non-SWD,Physics,26,60.115383,26.923077,4410
Bronx,10X353,World View High School,2019,Non-SWD,US History and Government,121,77.00826,80.99174,4411
Bronx,10X353,World View High School,2019,SWD,US History and Government,27,58.51852,37.037037,4412
Bronx,10X353,World View High School,2022,Non-SWD,Common Core Algebra,122,68.77049,71.31148,4413
Bronx,10X353,World View High School,2022,SWD,Common Core Algebra,27,58.407406,40.74074,4414
Bronx,10X353,World View High School,2022,Non-SWD,Common Core Algebra 2,113,42.097343,2.6548672,4415
Bronx,10X353,World View High School,2022,SWD,Common Core Algebra 2,23,41.130436,0.0,4416
Bronx,10X353,World View High School,2022,Non-SWD,Common Core Geometry,90,46.066666,10.0,4417
Bronx,10X353,World View High School,2022,SWD,Common Core Geometry,30,39.5,0.0,4418
Bronx,10X353,World View High School,2022,Non-SWD,Earth Science,67,47.9403,13.432836,4419
Bronx,10X353,World View High School,2022,SWD,Earth Science,33,43.727272,6.060606,4420
Bronx,10X353,World View High School,2022,Non-SWD,Global History and Geography,123,73.68293,84.55285,4421
Bronx,10X353,World View High School,2022,SWD,Global History and Geography,22,62.772728,50.0,4422
Bronx,10X353,World View High School,2022,Non-SWD,Living Environment,98,74.54082,77.55102,4423
Bronx,10X353,World View High School,2022,SWD,Living Environment,14,63.0,50.0,4424
Bronx,10X353,World View High School,2023,Non-SWD,Chemistry,47,60.446808,34.042553,4425
Bronx,10X353,World View High School,2023,Non-SWD,Common Core Algebra,276,64.37681,59.057972,4426
Bronx,10X353,World View High School,2023,SWD,Common Core Algebra,71,57.53521,32.394367,4427
Bronx,10X353,World View High School,2023,Non-SWD,Common Core Algebra 2,144,48.930557,14.583333,4428
Bronx,10X353,World View High School,2023,SWD,Common Core Algebra 2,23,42.0,0.0,4429
Bronx,10X353,World View High School,2023,Non-SWD,Common Core English,204,68.56863,68.13725,4430
Bronx,10X353,World View High School,2023,SWD,Common Core English,48,65.104164,54.166668,4431
Bronx,10X353,World View High School,2023,Non-SWD,Common Core Geometry,94,48.861702,11.702127,4432
Bronx,10X353,World View High School,2023,SWD,Common Core Geometry,19,47.31579,10.526316,4433
Bronx,10X353,World View High School,2023,Non-SWD,Global History and Geography,126,69.06349,70.63492,4434
Bronx,10X353,World View High School,2023,SWD,Global History and Geography,29,55.37931,31.034483,4435
Bronx,10X353,World View High School,2023,Non-SWD,Living Environment,85,68.51765,63.52941,4436
Bronx,10X353,World View High School,2023,SWD,Living Environment,28,60.785713,46.42857,4437
Bronx,10X353,World View High School,2023,Non-SWD,US History and Government,104,72.02885,79.80769,4438
Bronx,10X353,World View High School,2023,SWD,US History and Government,18,65.111115,66.666664,4439
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,Non-SWD,Common Core Algebra,313,61.56869,46.00639,4440
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,SWD,Common Core Algebra,85,52.270588,21.17647,4441
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,Non-SWD,Common Core English,150,81.67333,94.0,4442
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,SWD,Common Core English,24,67.375,62.5,4443
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,Non-SWD,Common Core Geometry,122,57.17213,26.229507,4444
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,SWD,Common Core Geometry,17,49.35294,0.0,4445
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,Non-SWD,Earth Science,138,64.04348,49.275364,4446
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,SWD,Earth Science,22,53.5,18.181818,4447
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,Non-SWD,Global History and Geography,143,68.86014,60.83916,4448
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,SWD,Global History and Geography,39,54.74359,23.076923,4449
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,Non-SWD,Living Environment,117,70.4188,70.94017,4450
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,SWD,Living Environment,34,57.205883,32.35294,4451
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,Non-SWD,Spanish,39,85.5641,97.4359,4452
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,SWD,Spanish,9,72.77778,88.888885,4453
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,Non-SWD,US History and Government,140,70.77857,65.71429,4454
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2017,SWD,US History and Government,22,58.772728,40.909092,4455
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,Non-SWD,Common Core Algebra,323,60.702785,43.65325,4456
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,SWD,Common Core Algebra,100,51.0,18.0,4457
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,Non-SWD,Common Core English,109,76.642204,89.90826,4458
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,SWD,Common Core English,17,60.764706,52.941177,4459
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,Non-SWD,Common Core Geometry,118,56.23729,27.118645,4460
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,SWD,Common Core Geometry,22,45.18182,4.5454545,4461
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,Non-SWD,Earth Science,127,62.614174,44.88189,4462
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,SWD,Earth Science,26,46.653847,3.8461537,4463
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,Non-SWD,Global History and Geography,139,72.100716,71.22302,4464
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,SWD,Global History and Geography,45,52.422222,24.444445,4465
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,Non-SWD,Living Environment,194,67.108246,63.917526,4466
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,SWD,Living Environment,70,57.614285,34.285713,4467
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,Non-SWD,Physics,11,66.09091,54.545456,4468
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,Non-SWD,US History and Government,170,73.805885,76.47059,4469
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2018,SWD,US History and Government,32,58.09375,34.375,4470
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,Non-SWD,Common Core Algebra,286,63.195805,54.195805,4471
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,SWD,Common Core Algebra,100,56.27,28.0,4472
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,Non-SWD,Common Core Algebra 2,85,60.32941,41.17647,4473
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,SWD,Common Core Algebra 2,6,42.0,16.666666,4474
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,Non-SWD,Common Core English,84,75.79762,89.28571,4475
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,SWD,Common Core English,28,64.39286,64.28571,4476
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,Non-SWD,Common Core Geometry,90,58.9,31.11111,4477
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,SWD,Common Core Geometry,31,45.612904,9.67742,4478
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,Non-SWD,Earth Science,138,60.869564,35.507248,4479
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,SWD,Earth Science,45,52.844444,15.555555,4480
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,Non-SWD,Global History and Geography,113,71.69026,73.451324,4481
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,SWD,Global History and Geography,47,64.46809,48.93617,4482
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,Non-SWD,Living Environment,186,66.39785,60.75269,4483
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,SWD,Living Environment,80,56.4625,31.25,4484
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,Non-SWD,Physics,8,46.25,0.0,4485
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,Non-SWD,Spanish,52,79.46154,82.69231,4486
Bronx,10X368,M.S. | H.S. 368 In-Tech Academy,2019,SWD,Spanish,22,70.72727,63.636364,4487
